question	answers
吸い口とタバコを乗せる部分にのみ金属を使うことから、列車の不正乗車の意味で使われる喫煙用具は何でしょう?	煙管
蓄音機や白熱電球など数多くの実用品を考案し、「発明王」の異名をとったアメリカ人は誰でしょう?	トーマス・アルバ・エジソン
主にソラマメを原料とする、中華料理に使われるぴりっと辛い味噌を何というでしょう?	豆板醤
松戸市長時代には「すぐやる課」という部署を設置した、ドラッグストアの創業者としても知られる人物は誰でしょう?	松本清
夏目漱石の小説『三四郎』で、主人公・三四郎の苗字は何でしょう?	小川
「首を絞めるもの」という意味がある、首にぴったりと巻きつける形のネックレスを何というでしょう?	チョーカー
漢字の「東西南北」の4文字のうち、大相撲の歴代横綱の名前に一度も用いられていないのはどれでしょう?	南
日本語では「担送車」という、病院で患者を運ぶために使う車輪のついたベッドのことを何というでしょう?	ストレッチャー
女性として初めて棒高跳びの記録で5mを突破し、現在も5m06cmの女子世界記録を保持するロシア人選手は誰でしょう?	エレーナ・イシンバエワ
裁判官を裁くための弾劾裁判所は、何人の裁判員によって構成されるでしょう?	14人
今年公開の映画では高良健吾と堀北真希が主演を務める、東野圭吾の長編ミステリーは何でしょう?	白夜行
「自然を円筒、球、円錐として捉えなさい」という言葉を残している、代表作に『サント・ヴィクトワール山』があるフランスの画家は誰でしょう?	ポール・セザンヌ
正式には「Xスタンパー」というインキ浸透式の印鑑のことを、製造する会社から一般に何というでしょう?	シヤチハタ
英語で「親指」という意味の通り、親指で相手の目を突くボクシングの反則は何でしょう?	サミング
第ニ部『南海航路』、第三部『声なき民』へと続く石川達三の小説で、第1回芥川賞受賞作となったのは何でしょう?	蒼氓
人間の乱獲により1914年に絶滅した、かつては鳥類で最も生息数が多かったといわれる鳥は何でしょう?	リョコウバト
日本刀で、刃の反対側の切れない部分を何というでしょう?	峰
一部を貸したために全てを奪われてしまうことを、「ひさしを貸して何を取られる」というでしょう?	母屋
第2次ポエニ戦争の際にゾウを引き連れてアルプス越えをしたことで知られる、カルタゴの将軍は誰でしょう?	ハンニバル
ミッションを遂行しつつ、ハンターから逃げ回り賞金を獲得する内容が人気の、フジテレビ系列で放送されているバラエティ番組は何でしょう?	逃走中
ハイテク産業が盛んであるため「インドのシリコンバレー」と呼ばれる、インド・カルナータカ州の州都はどこでしょう?	バンガロール
ダブル・ドリブルやトラベリングなどが該当する、バスケットボールにおいて退場の対象とならない比較的軽い反則を総称して何というでしょう?	バイオレーション
イタリア語で「震える」という意味がある、打楽器や弦楽器などで音を小刻みに反復させる技法は何でしょう?	トレモロ
F1のレースで、優勝したドライバーに与えられるドライバーズポイントは現在何点でしょう?	25点
愛媛県では松山市に次いで2番目に人口が多い、タオルの生産地として知られる都市はどこでしょう?	今治市
物理学で、運動エネルギーと位置エネルギーの和で求められるエネルギーを何というでしょう?	力学的エネルギー
フランス語で「門番」という意味がある、ホテルなどで宿泊客の要望に応じて、街の案内や切符などの手配をする人を何というでしょう?	コンシェルジュ
アメリカ大統領の任期は4年ですが、ロシアの大統領の任期は何年でしょう?	6年
著書『東洋の理想』で「アジアはひとつ」という言葉を残した、明治期の美術家は誰でしょう?	岡倉天心
強硬派のことを「タカ派」というのに対し、穏健派のことを何派というでしょう?	ハト派
牛やヤギ、羊などの偶蹄類によく見られる、いったん胃に送った食物を再び口に戻して咀嚼する行為を何というでしょう?	反芻
そばの粘りを出して切れにくくするために混ぜる、小麦粉や山芋などのことを特に何というでしょう?	つなぎ
英語では「ベンディング・マシーン」という、よく町中で見かける機械といえば何でしょう?	自動販売機
七福神の一柱・大黒天が手に持っており、御伽草子の『一寸法師』でも重要な役割を果たす道具は何でしょう?	打ち出の小槌
フランス語で「宝石箱」を意味する、香水や化粧道具が詰め合わせて売られているポーチを指す言葉は何でしょう?	コフレ
上流では金沙江、下流では揚子江と呼ばれる、中国最長の川は何でしょう?	長江
分子式C10H14N2で表される、タバコに含まれる有害なアルカロイドは何でしょう?	ニコチン
プロ野球選手で、日本ハムの斎藤佑樹と楽天の田中将大に共通する背番号は何番でしょう?	18
「廃棄物処理法」により廃棄物を2つに大別すると、一般廃棄物と何でしょう?	産業廃棄物
